10 0 first1181_12_000188 1 44.8960576277 VSMLS
10 0 first1181_12_000175 2 42.7912117059 VSMLS
10 0 first1181_12_000200 3 42.7253446196 VSMLS
10 0 skinc4435_12_000436 4 34.2208927987 VSMLS
10 0 first1181_12_000404 5 31.9316836142 VSMLS
10 0 first1181_12_000604 6 31.7588962542 VSMLS
10 0 cyber2490_12_000184 7 31.3427992405 VSMLS
10 0 daily0837_12_036288 8 31.0067980087 VSMLS
10 0 plast4085_12_000373 9 30.9593750266 VSMLS
10 0 first1181_12_000189 10 30.9390887939 VSMLS
10 0 plast4085_12_000930 11 30.7428884075 VSMLS
10 0 first1181_12_000607 12 30.4999792623 VSMLS
10 0 drugs2710_12_000203 13 30.4831582751 VSMLS
10 0 iemil3241_12_000137 14 30.4508440253 VSMLS
10 0 wikis0855_12_000296 15 30.2778512298 VSMLS
10 0 plast4085_12_000377 16 30.1237885907 VSMLS
10 0 plast4085_12_000374 17 29.6912477414 VSMLS
10 0 witne4967_12_000208 18 29.6710505725 VSMLS
10 0 plast4085_12_000371 19 29.589298546 VSMLS
10 0 mendo3672_12_000487 20 29.3221118813 VSMLS
10 0 plast4085_12_000372 21 29.2110515643 VSMLS
10 0 first1181_12_000412 22 29.1451824496 VSMLS
10 0 plast4085_12_000228 23 29.1314754074 VSMLS
10 0 skinc4434_12_000752 24 29.0017629921 VSMLS
10 0 plast4085_12_000483 25 28.7030936168 VSMLS
10 0 clini0836_12_110800 26 28.474227873 VSMLS
10 0 plast4085_12_000018 27 28.216005634 VSMLS
10 0 plast4085_12_000022 28 28.1951588424 VSMLS
10 0 plast4085_12_000011 29 28.1796617318 VSMLS
10 0 plast4085_12_000012 30 28.1594468287 VSMLS
10 0 plast4085_12_000021 31 28.034194395 VSMLS
10 0 plast4085_12_000382 32 27.9736163527 VSMLS
10 0 plast4085_12_000028 33 27.96208094 VSMLS
10 0 plast4085_12_000251 34 27.9239623447 VSMLS
10 0 plast4085_12_000376 35 27.8158966302 VSMLS
10 0 witne4967_12_000236 36 27.764778724 VSMLS
10 0 plast4085_12_000024 37 27.7594591777 VSMLS
10 0 plast4085_12_000026 38 27.7428176983 VSMLS
10 0 cyber2490_12_000221 39 27.6632002415 VSMLS
10 0 plast4085_12_000380 40 27.6311980516 VSMLS
10 0 wikis0855_12_000085 41 27.52122791 VSMLS
10 0 skinc4435_12_000077 42 27.4372444209 VSMLS
10 0 plast4085_12_000885 43 27.3900677821 VSMLS
10 0 plast4085_12_000379 44 27.2343912345 VSMLS
10 0 plast4085_12_000375 45 27.1661181758 VSMLS
10 0 plast4085_12_000959 46 27.1203871709 VSMLS
10 0 plast4085_12_000378 47 27.0366625292 VSMLS
10 0 plast4085_12_000381 48 27.0028145146 VSMLS
10 0 empow2815_12_000262 49 26.974807428 VSMLS
10 0 plast4085_12_000348 50 26.9434236418 VSMLS
10 0 plast4085_12_000984 51 26.8426854062 VSMLS
10 0 plast4085_12_000383 52 26.8351350054 VSMLS
10 0 plast4085_12_000478 53 26.7542451136 VSMLS
10 0 skinc4435_12_000206 54 26.6987893586 VSMLS
10 0 skinc4435_12_000042 55 26.6477477515 VSMLS
10 0 plast4085_12_000884 56 26.6078342759 VSMLS
10 0 plast4085_12_000384 57 26.511343805 VSMLS
10 0 iemil3241_12_000014 58 26.4651990724 VSMLS
10 0 medis3652_12_000029 59 26.3728928061 VSMLS
10 0 first1181_12_000170 60 26.2786283484 VSMLS
10 0 first1181_12_000006 61 26.2191529245 VSMLS
10 0 skinc4435_12_000071 62 26.2183933964 VSMLS
10 0 first1181_12_000400 63 26.0342611483 VSMLS
10 0 first1181_12_000071 64 25.954014946 VSMLS
10 0 plast4085_12_000476 65 25.9082875688 VSMLS
10 0 cyber2490_12_000224 66 25.8817561312 VSMLS
10 0 skinc4435_12_000157 67 25.8752363365 VSMLS
10 0 pedia4004_12_000064 68 25.563258905 VSMLS
10 0 empow2815_12_000252 69 25.5362463404 VSMLS
10 0 skinc4435_12_000102 70 25.4263742656 VSMLS
10 0 first1181_12_000610 71 25.2249219095 VSMLS
10 0 skinc4434_12_000585 72 25.1028361591 VSMLS
10 0 skinc4435_12_000399 73 25.0128616159 VSMLS
10 0 pathg3984_12_000497 74 25.0091712523 VSMLS
10 0 empow2815_12_000216 75 24.990976959 VSMLS
10 0 first1181_12_000834 76 24.886986587 VSMLS
10 0 derma2524_12_000025 77 24.8779390189 VSMLS
10 0 skinc4435_12_000087 78 24.8534771189 VSMLS
10 0 skinc4435_12_000290 79 24.8529378665 VSMLS
10 0 skinc4435_12_000203 80 24.8159032925 VSMLS
10 0 wikis0855_12_000084 81 24.7915746214 VSMLS
10 0 empow2815_12_000208 82 24.7710568229 VSMLS
10 0 skinc4435_12_000347 83 24.7599413602 VSMLS
10 0 iemil3241_12_000762 84 24.7480440717 VSMLS
10 0 clini0836_12_124477 85 24.7302791623 VSMLS
10 0 glute1209_12_000108 86 24.6888815289 VSMLS
10 0 skinc4435_12_000391 87 24.6383091161 VSMLS
10 0 skinc4435_12_000349 88 24.5841895463 VSMLS
