10 Q0 first1181_12_000604 0 16.4193211643 CUNI_EN_Run8
10 Q0 first1181_12_000176 1 15.1254810751 CUNI_EN_Run8
10 Q0 first1181_12_000607 2 15.0282299359 CUNI_EN_Run8
10 Q0 mendo3672_12_000391 3 13.9018470059 CUNI_EN_Run8
10 Q0 plast4085_12_000379 4 13.5707819527 CUNI_EN_Run8
10 Q0 plast4085_12_000382 5 13.1431347923 CUNI_EN_Run8
10 Q0 mendo3672_12_000487 6 13.0746470192 CUNI_EN_Run8
10 Q0 plast4085_12_000372 7 12.9616812287 CUNI_EN_Run8
10 Q0 plast4085_12_000376 8 12.9408584946 CUNI_EN_Run8
10 Q0 mendo3672_12_000459 9 12.8624133751 CUNI_EN_Run8
10 Q0 plast4085_12_000373 10 12.7885592427 CUNI_EN_Run8
10 Q0 plast4085_12_000375 11 12.7317577315 CUNI_EN_Run8
10 Q0 skinc4434_12_000752 12 12.6442177562 CUNI_EN_Run8
10 Q0 medis3652_12_000066 13 12.4646087815 CUNI_EN_Run8
10 Q0 medis3652_12_000011 14 12.4646087815 CUNI_EN_Run8
10 Q0 medis3652_12_000029 15 12.4610402274 CUNI_EN_Run8
10 Q0 plast4085_12_000011 16 12.4083530024 CUNI_EN_Run8
10 Q0 plast4085_12_000018 17 12.3417058621 CUNI_EN_Run8
10 Q0 plast4085_12_000021 18 12.3324372967 CUNI_EN_Run8
10 Q0 plast4085_12_000022 19 12.2598741143 CUNI_EN_Run8
10 Q0 plast4085_12_000012 20 12.2238130999 CUNI_EN_Run8
10 Q0 patho3986_12_001019 21 12.1950759284 CUNI_EN_Run8
10 Q0 plast4085_12_000028 22 12.0872270362 CUNI_EN_Run8
10 Q0 medis3652_12_000078 23 12.0860831355 CUNI_EN_Run8
10 Q0 medis3652_12_000041 24 12.0853412537 CUNI_EN_Run8
10 Q0 medis3652_12_000052 25 12.0841546476 CUNI_EN_Run8
10 Q0 skinc4434_12_000807 26 12.0591815327 CUNI_EN_Run8
10 Q0 plast4085_12_000885 27 12.0346704418 CUNI_EN_Run8
10 Q0 pedia1457_12_001220 28 11.7689177177 CUNI_EN_Run8
10 Q0 acne.0907_12_000261 29 11.7395116212 CUNI_EN_Run8
10 Q0 first1181_12_000404 30 11.6485706884 CUNI_EN_Run8
10 Q0 plast4085_12_000228 31 11.6369461715 CUNI_EN_Run8
10 Q0 wikis0855_12_000086 32 11.4963026181 CUNI_EN_Run8
10 Q0 plast4085_12_000948 33 11.4423514476 CUNI_EN_Run8
10 Q0 plast4085_12_000930 34 11.4097144673 CUNI_EN_Run8
10 Q0 wiki.0842_12_005780 35 11.4080737875 CUNI_EN_Run8
10 Q0 plast4085_12_000024 36 11.2779587972 CUNI_EN_Run8
10 Q0 plast4085_12_000026 37 11.2625700122 CUNI_EN_Run8
10 Q0 plast4085_12_000380 38 11.0788263391 CUNI_EN_Run8
10 Q0 plast4085_12_000383 39 10.998126005 CUNI_EN_Run8
10 Q0 first1181_12_000189 40 10.9975168993 CUNI_EN_Run8
10 Q0 derma2523_12_001869 41 10.9832082235 CUNI_EN_Run8
10 Q0 austr2019_12_001627 42 10.9557747671 CUNI_EN_Run8
10 Q0 first1181_12_000073 43 10.9323937607 CUNI_EN_Run8
10 Q0 aswee0953_12_000916 44 10.8952021883 CUNI_EN_Run8
10 Q0 skinc4434_12_000585 45 10.8710526353 CUNI_EN_Run8
10 Q0 plast4085_12_000884 46 10.8540132136 CUNI_EN_Run8
10 Q0 plast4085_12_000251 47 10.8536222312 CUNI_EN_Run8
10 Q0 plast4085_12_000384 48 10.8472908091 CUNI_EN_Run8
10 Q0 plast4085_12_000374 49 10.836069833 CUNI_EN_Run8
10 Q0 plast4085_12_000371 50 10.8353699982 CUNI_EN_Run8
10 Q0 plast4085_12_000377 51 10.8283811606 CUNI_EN_Run8
10 Q0 plast4085_12_000378 52 10.7669299025 CUNI_EN_Run8
10 Q0 plast4085_12_000381 53 10.7188469712 CUNI_EN_Run8
10 Q0 maace3540_12_001636 54 10.7127320296 CUNI_EN_Run8
10 Q0 aswee0953_12_000855 55 10.6091211197 CUNI_EN_Run8
10 Q0 plast4085_12_000984 56 10.5992014683 CUNI_EN_Run8
10 Q0 first1181_12_000398 57 10.5796150888 CUNI_EN_Run8
10 Q0 thekn4651_12_000031 58 10.5341562946 CUNI_EN_Run8
10 Q0 plast4085_12_000478 59 10.4844135901 CUNI_EN_Run8
10 Q0 wikis0855_12_000080 60 10.4632278445 CUNI_EN_Run8
10 Q0 pedia1457_12_000853 61 10.3926134168 CUNI_EN_Run8
10 Q0 patho3986_12_000340 62 10.375658073 CUNI_EN_Run8
10 Q0 chkd.2351_12_001625 63 10.338292761 CUNI_EN_Run8
10 Q0 first1181_12_000055 64 10.2843326612 CUNI_EN_Run8
10 Q0 first1181_12_000066 65 10.2739947242 CUNI_EN_Run8
10 Q0 first1181_12_000194 66 10.2686542682 CUNI_EN_Run8
10 Q0 web.m1669_12_000898 67 10.2423842718 CUNI_EN_Run8
10 Q0 first1181_12_000829 68 10.2259472738 CUNI_EN_Run8
10 Q0 first1181_12_000399 69 10.2203075433 CUNI_EN_Run8
10 Q0 first1181_12_000006 70 10.1846911385 CUNI_EN_Run8
10 Q0 first1181_12_000421 71 10.1604148864 CUNI_EN_Run8
10 Q0 first1181_12_000067 72 10.1398982436 CUNI_EN_Run8
10 Q0 derma2524_12_000022 73 10.1265135744 CUNI_EN_Run8
10 Q0 plast4085_12_000483 74 10.1163481079 CUNI_EN_Run8
10 Q0 iemil3241_12_000030 75 10.1148102847 CUNI_EN_Run8
10 Q0 first1181_12_000072 76 10.0907294228 CUNI_EN_Run8
10 Q0 first1181_12_000192 77 10.0776685927 CUNI_EN_Run8
10 Q0 first1181_12_000191 78 10.0758779707 CUNI_EN_Run8
10 Q0 first1181_12_000175 79 10.0499141282 CUNI_EN_Run8
10 Q0 first1181_12_000196 80 10.033266227 CUNI_EN_Run8
10 Q0 first1181_12_000835 81 10.0219734188 CUNI_EN_Run8
10 Q0 en.di1144_12_000841 82 10.0157858239 CUNI_EN_Run8
10 Q0 first1181_12_000200 83 9.97177408994 CUNI_EN_Run8
10 Q0 first1181_12_000830 84 9.96032979998 CUNI_EN_Run8
10 Q0 wiki.0842_12_010401 85 9.95357682534 CUNI_EN_Run8
10 Q0 first1181_12_000059 86 9.92958895567 CUNI_EN_Run8
10 Q0 first1181_12_000034 87 9.92153884924 CUNI_EN_Run8
10 Q0 skinc4437_12_001909 88 9.9051881934 CUNI_EN_Run8
10 Q0 first1181_12_000195 89 9.87843551536 CUNI_EN_Run8
10 Q0 skinc4432_12_000040 90 9.85383048574 CUNI_EN_Run8
10 Q0 en.di1144_12_000805 91 9.83481544716 CUNI_EN_Run8
10 Q0 first1181_12_000035 92 9.7420055924 CUNI_EN_Run8
10 Q0 mendo3672_12_000421 93 9.69393033222 CUNI_EN_Run8
10 Q0 first1181_12_000197 94 9.60400218767 CUNI_EN_Run8
10 Q0 chkd.2351_12_001490 95 9.5838603954 CUNI_EN_Run8
10 Q0 mendo3672_12_000378 96 9.57857920623 CUNI_EN_Run8
10 Q0 first1181_12_000033 97 9.51551302294 CUNI_EN_Run8
10 Q0 mayoc3579_12_025071 98 9.49960357046 CUNI_EN_Run8
10 Q0 plast4085_12_000476 99 9.46135141884 CUNI_EN_Run8
10 Q0 mendo3672_12_000470 100 9.43634105383 CUNI_EN_Run8
10 Q0 mendo3672_12_000597 101 9.4198082026 CUNI_EN_Run8
10 Q0 first1181_12_000392 102 9.41053465535 CUNI_EN_Run8
10 Q0 first1181_12_000424 103 9.38689191955 CUNI_EN_Run8
10 Q0 plast4085_12_000959 104 9.37601315097 CUNI_EN_Run8
10 Q0 first1181_12_000012 105 9.37183073982 CUNI_EN_Run8
10 Q0 netce3826_12_001694 106 9.37026158703 CUNI_EN_Run8
10 Q0 plast4085_12_000700 107 9.36412324217 CUNI_EN_Run8
10 Q0 plast4085_12_000249 108 9.34761575491 CUNI_EN_Run8
10 Q0 first1181_12_000841 109 9.3131203906 CUNI_EN_Run8
10 Q0 plast4085_12_000257 110 9.30346020535 CUNI_EN_Run8
10 Q0 ulb.a4806_12_000359 111 9.29890390673 CUNI_EN_Run8
10 Q0 first1181_12_000427 112 9.29315726861 CUNI_EN_Run8
10 Q0 first1181_12_000065 113 9.27520669563 CUNI_EN_Run8
10 Q0 nhslo3844_12_010684 114 9.2408399175 CUNI_EN_Run8
10 Q0 nhslo3844_12_010680 115 9.23004795513 CUNI_EN_Run8
10 Q0 first1181_12_000058 116 9.19208570703 CUNI_EN_Run8
10 Q0 first1181_12_000032 117 9.13097023916 CUNI_EN_Run8
10 Q0 endoa2819_12_000149 118 9.11294791973 CUNI_EN_Run8
10 Q0 first1181_12_000180 119 9.09482481198 CUNI_EN_Run8
